"","Business","addresses","Zip.Code","Care.Type","long","lat","geoAddress"
"805","Roosevelt Elementary School","3225 South 800 East, Salt Lake City, Utah",84106,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"806","Promise South Salt Lake - Roosevelt Elementary","3225 S 800 E, Salt Lake City, Utah",84106,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"807","Family Licensed","4257 South 6115 West, West Valley City, Utah",84128,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"808","Granite School District - David Gourley Elementary School","4905 South 4300 West, Kearns, Utah",84118,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"809","Lisa Washington Daycare","435 E Wilson Ave, Salt Lake City, Utah",84115,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"810","Family Licensed","4557 South Woodgrove Drive, West Valley City, Utah",84120,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"811","Family, Friends & Neighbor","3007 S Kendrick Dr., West Valley City, Utah",84119,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"812","The Utah House-St. Anthony Treatment Program","1370 S West Temple, Salt Lake City, Utah",84115,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"813","Residential Certified","6791 South 345 East, Midvale, Utah",84047,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"814","Tyler Library","8041 S Wood St, Midvale, Utah",84047,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"815","Dancing Moose Montessori-River Park","10995 River Front Parkway, South Jordan, Utah",84095,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"816","WVC Family Fitness Center Kidz Kamp","5415 West 3100 South, West Valley City, Utah",84120,"Licensed Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"817","White Daycare","7946 S Lusterpointe Ln, West Jordan, Utah",84088,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"818","Copper Hills Elementary Afterschool Program","7635 W 3715 S, Magna, Utah",84044,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"819","Kennedy Junior High Afterschool Program","4495 S 4800 W, West Valley City, Utah",84120,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"820","Lake Ridge Elementary Afterschool Program","7400 West 3400 South, Magna, Utah",84044,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"821","Kearns Junior High Afterschool Program","4040 W Sams Blvd, Kearns, Utah",84118,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"822","Cyprus High School Afterschool Program","8623 W 3000 S, Magna, Utah",84044,"Registered Teen Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"823","Children's Corner #1","3534 Highland Drive, Salt Lake City, Utah",84106,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"824","Robert Frost Elementary Afterschool","3444 West 4400 South, West Valley City, Utah",84119,"Exempt Afterschool Program - DWS Approved",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"825","Fairyland Day Care","8645 South 910 East, Sandy, Utah",84094,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"826","Precious People Day Care","978 East 12300 South, Draper, Utah",84020,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"827","Lisa's Learning Corner","6180 West Pine Valley Lane, West Valley City, Utah",84118,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"828","Small Fri Academy III","131 West Woodrow Street, Murray, Utah",84107,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"829","Residential Certified","4779 South 3600 West, Taylorsville, Utah",84118,"Residential Certified",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"830","Utah Community Action Head Start - Hal J. Schultz","1307 S 900 W, Salt Lake City, Utah",84104,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"831","Julia's Child Care & Learning Center","4165 West 5345 South, Kearns, Utah",84118,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"832","First Baptist Child Care","777 South 1300 East, Salt Lake City, Utah",84102,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"833","City Academy Learning Extension","555 E 200 S, Salt Lake City, Utah",84102,"Registered Teen Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"834","Family, Friends & Neighbor","2892 S 8650 W, Magna, Utah",84044,"Family, Friends & Neighbor",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"835","Danielle's Care-A-Lot Childcare","6248 South Lobelia Drive, West Jordan, Utah",84041,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"836","Promise South Salt Lake - Granite Park Program","3031 S 200 E, Salt Lake City, Utah",84115,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"837","American Preparatory Academy Draper Childcare","12894 Pony Express Rd, Suite 600, Draper, Utah",84020,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"838","American Preparatory Academy WV2 Childcare","3636 W 3100 S, West Valley City, Utah",84120,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"839","YMCA Taylorsville Elementary","2010 West 4230 South, Taylorsville, Utah",84119,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"840","Study Buddies at Rose Park Elementary","1105 West 1000 North, Salt Lake City, Utah",84116,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"841","Family Licensed","4115 South 380 East, Millcreek, Utah",84107,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"842","Blooming Minds Montessori","12447 South Crossing Drive Suite #4, Riverton, Utah",84096,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"843","Lydia's Daycare","1896 West Sergeant Drive, Salt Lake City, Utah",84116,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"844","Family Licensed","2100 West 4700 South, Taylorsville, Utah",84129,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"845","Salt Lake City Public Library - Glendale Branch","1375 S Concord St, Salt Lake City, Utah",84101,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"846","Family Licensed","4355 South Rupp Court, Taylorsville, Utah",84129,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"847","Intermountain Child Development Center","259 South 500 East, Salt Lake City, Utah",84102,"Center Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"848","Family Licensed","5374 South Alpine Drive, Murray, Utah",84107,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"849","Family Licensed","2745 South Davis Grove Lane, Salt Lake City, Utah",84115,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"850","Toys World Day Care","5702 Sunlight Drive, Kearns, Utah",84118,"Family Licensed",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"851","St. John's Community Child Development Center/ Redeemer Location","1955 East Stratford Avenue, Salt Lake City, Utah",84106,"Exempt Center",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
"852","Far East Fitness SuperKool AfterSchool and Summer Fun Day Camps","2477 East Ft. Union Blvd, Cottonwood Heights, Utah",84121,"Exempt Afterschool Program",-112.0924399,40.6999283,"3270 s 8400 w, magna, ut 84044, usa"
